lambda,beta_sca
360.0,0.0001837058263394261
393.57142857142856,0.0001837629655916775
427.1428571428571,0.0001838208708929193
460.7142857142857,0.0001838523355125891
494.2857142857143,0.00018392025095368718
527.8571428571429,0.00018396099591624825
561.4285714285714,0.00018402086552794987
595.0,0.00018405368197092151
628.5714285714286,0.0001840930312052781
662.1428571428571,0.00018412756231491357
695.7142857142857,0.00018415446866823965
729.2857142857142,0.00018415693577547186
762.8571428571429,0.0001841750828362873
796.4285714285713,0.00018421442576817027
830.0,0.0001842321531552656
