Feature_ID,Feature_Name,Diameter,Center_Latitude,Center_Longitude,
2329,"Halle",21.5,-19.8,145.5,
2332,"Hallgerda Mons",57,53.1,-161.7,
2342,"Hamuda",15.8,62.9,2.5,
2346,"Hanekasa Fossae",700,29,148.5,
2347,"Hanghepiwi Chasma",1100,-48.5,18,
2348,"Hanka",5,-27.3,114.3,
2349,"Hannah",19.8,17.9,102.6,
2350,"Hannahannas Corona",200,0,170.5,
2352,"Hansberry",26.6,-22.7,-35.9,
2357,"Hapei",4.2,66.1,178,
2384,"Hathor Mons",333,-38.7,-35.3,
2385,"Hatshepsut Patera",118,28.1,64.5,
2386,"Haumea Corona",375,54,21.8,
2391,"Hayashi",43.1,53.8,-116.1,
2399,"Heather",11.5,-6.8,-25.9,
2406,"Hecate Chasma",3145,18.2,-105.7,
2412,"Heidi",15.2,23.6,-9.9,
2422,"Helen Planitia",4360,-51.7,-96.1,
2423,"Helga",8.8,-10.4,116.7,
2436,"Hellman",34.7,4.7,-3.7,
2440,"Helmud Vallis",280,-33.9,171.3,
2441,"Heloise",38,40,51.9,
2442,"Helvi",12.2,12.4,82.7,
2444,"Hemera Dorsa",587,51,-116.6,
2447,"Heng-o Chasma",734,6.6,-4.5,
2448,"Heng-o Corona",1060,2,-5,
2449,"Henie",70.4,-51.9,146,
2454,"Henwen Fluctus",485,-20.5,179.9,
2456,"Hepat Corona",150,-2,145.5,
2461,"Hepworth",62.6,5.1,94.7,
2462,"Heqet Corona",250,7,169.5,
2464,"Hera Dorsa",813,36.4,29.5,
2483,"Hervor Corona",250,-25.5,-91,
2492,"Hestia Rupes",588,6,71.1,
2498,"Hiei Chu Patera",139,48.2,97.4,
2499,"Higgins",40,8.1,-118.7,
2501,"Hikuleo Fluctus",600,52.5,-152,
2505,"Hilkka",10.3,-69,72,
2509,"Himiko",36.6,19,124.3,
2510,"Hina Chasma",415,63.7,20,
2512,"Hinemoa Planitia",3700,5,-95,
2519,"Hippolyta Linea",0,-42,-15,
2521,"Hiriata",5,15.3,23.5,
2522,"Hiromi",6,35.2,-72.7,
2529,"Hlineu Corona",150,-38.7,-119,
2535,"Hoku-ao Vallis",450,28,166.5,
2538,"Holde Corona",200,53.5,155.8,
2542,"Holiday",27.7,-46.7,12.8,
2543,"Holla Corona",180,-13,-122.3,
2555,"Horner",25.2,23.4,97.7,
2564,"Howe",38.6,-45.7,174.8,
2566,"Hroswitha Patera",163,35.8,34.8,
2567,"Hsueh T'ao",21,-52.6,13.8,
2569,"Hua Mulan",24,86.8,-22.3,
2571,"Huang Daopo",29.1,-54.2,165.3,
2572,"Huarei",8.5,15,32.3,
2577,"Hulda Corona",230,12,-51.7,
2578,"Hull",47.3,59.4,-96.4,
2579,"Humai Tessera",350,-53,-110,
2589,"Hurston",52.4,-77.6,94.7,
2590,"Husbishag Tesserae",1100,-28,101,
2597,"Hwangcini",30.2,6.3,141.8,
2608,"Hyndla Regio",2300,22.5,-65.5,
2617,"H'uraru Corona",150,9,68,
2628,"Iang-Mdiye Corona",300,-47,86,
2631,"Iaso Tholus",30,5.2,-104.7,
2643,"Icheko",5.9,6.6,97.9,
2644,"Ichikawa",31.4,-61.6,156.3,
2651,"Idem-Kuva Corona",230,25,-2,
2653,"Idunn Mons",250,-46.5,-145.5,
2659,"Ikhwezi Vallis",1700,16,147.8,
2661,"Ilaheva Fluctus",900,-42.5,84,
2662,"Ilbis Fossae",512,71.9,-105.4,
2663,"Ilga",10.8,-12.4,-52.7,
2665,"Ilithyia Mons",90,-13.5,-44.5,
2669,"Ilmatar Corona",110,34.3,25,
2672,"Ilyana Corona",300,-69.5,65,
2674,"Imagmi",7.6,-48.4,100.7,
2675,"Imapinua Planitia",2100,-60,142,
2676,"Imdr Regio",1611,-43,-148,
2681,"Inacho Corona",125,-20.5,-147.8,
2683,"Inanna Corona",350,-37,35.9,
2684,"Inari Corona",300,-18,120.3,
2686,"Indira",16.6,64.1,-70.2,
2687,"Indrani Corona",200,-37.5,70.5,
2689,"Ines",11.2,-67.1,-118.1,
2690,"Inga",10,38.1,-133.4,
2693,"Ingrid",11.5,-12.4,-51.1,
2694,"Inira",16.5,-43.1,-120.6,
2695,"Inkeri",10.1,-28.3,-136.1,
2697,"Innini Mons",339,-34.6,-31.5,
2706,"Iondra",7.9,10.5,-73.5,
2711,"Iraida",6.5,27.8,108.1,
2714,"Irene",13.6,49.8,134,
2716,"Irina",15.2,35,91.2,
2717,"Irinuca",8,51.4,121.9,
2718,"Iris Dorsa",2050,52.7,-138.7,
2720,"Irma",9.5,-50.9,122,
2721,"Irnini Mons",525,14.6,16,
2723,"Isabella",175,-29.8,-155.8,
2725,"Isako",13.5,-9,-82,
2728,"Iseghey Mons",500,9,171,
2732,"Ishkus Regio",1000,-61,-115,
2733,"Ishtar Terra",5610,70.4,27.5,
2743,"Isolde",11.9,-74.5,-148.1,
2744,"Isong Corona",540,12,49.2,
2747,"Istadoy",5.4,-51.8,132.6,
2752,"Itoki Fluctus",900,-6,-131,
2753,"Ituana Corona",220,19.5,153.5,
2756,"Itzpapalotl Tessera",380,75.7,-42.4,
2762,"Ivka",14.9,68.2,-56.2,
2763,"Ivne",9,-27,132.8,
2764,"Iweridd Corona",500,-21,-50,
2765,"Ix Chel Chasma",503,-10,73.4,
2766,"Ixcuina Corona",150,-47.5,-152.5,
2767,"Ixtab Mons",80,15.7,-117.8,
2769,"Iyatik Corona",200,-16.5,-12.5,
2770,"Iyele Dorsa",595,50,-81.3,
2772,"Izakay",10.2,-12.3,-149.2,
2777,"Izudyr",6.6,-53.9,135.2,
2778,"Izumi Patera",74,50,-166.4,
2780,"Jaantje",7.8,46.5,123,
2783,"Jacqueline",16.5,-70.1,123.6,
2784,"Jadwiga",12.7,68.4,91,
2785,"Jael Mons",36,51.2,120.8,
2788,"Jalgurik",7.5,-42.3,125.1,
2791,"Jamila",7.9,45.8,134.8,
2794,"Jana Chasma",650,-12.2,117.9,
2795,"Jane",10.2,-60.5,-55.2,
2796,"Janice",10,87.3,-98.1,
2797,"Janina",9.3,-2,135.7,
2803,"Janyl",5.6,-28,138.8,
2806,"Jarina Corona",250,13,165,
2809,"Jasmin",15.1,15.6,61.6,
2811,"Jaszai Patera",70,32,-55,
2812,"Javine Corona",450,-5.5,-108.8,
2813,"Jeanne",19.4,40.1,-28.5,
2820,"Jennifer",9.6,-4.6,99.8,
2823,"Jerusha",17.2,-22,-17.3,
2825,"Jex-Blake",31.6,65.4,169.3,
2827,"Jhirad",50.2,-16.8,105.6,
2829,"Jitka",13,-61.9,70.9,
2831,"Jocelyn",14,-33.2,-83.6,
2832,"Jodi",10.2,-35.7,68.7,
2834,"Johanna",15.1,19.5,-112.7,
2836,"Johnson",24.5,51.8,-105.4,
2838,"Jokwa Linea",2200,-17,-150,
2840,"Joliot-Curie",91.1,-1.6,62.4,
2844,"Jord Corona",130,-58.5,-10.5,
2845,"Joshee",37,5.5,-71.3,
2847,"Jotuni Patera",100,-6.5,-146,
2852,"Juanita",19.3,-62.8,90,
2854,"Judith",16.6,-29.1,104.5,
2855,"Juksakka Corona",320,-19.5,44.5,
2857,"Julie",13.5,51,-117.4,
2861,"Jumaisat",7.5,-15.1,135.6,
2867,"Junkgowa Corona",280,37,-103,
2868,"Juno Chasma",915,-30.5,111.1,
2869,"Jurate Colles",418,56.8,153.5,
2870,"Justitia Tholus",60,-28.7,-63.5,
2871,"Jutrzenka Vallis",970,27,155.8,
2872,"Jutta",7,0,142.6,
2873,"Juturna Fluctus",900,-76,-10,
2878,"Kaapaau Fluctus",350,-66.5,-179,
2882,"Kadlu Dorsa",500,-69.5,-172,
2883,"Kafutchi",7.1,26.7,16.4,
2886,"Kahlo",35.6,-59.9,178.9,
2887,"Kaikilani",19.9,-32.8,163.2,
2888,"Kaisa",12,13.5,-66.7,
2891,"Kaiwan Fluctus",1200,-45.5,-2,
2894,"Kala",17.4,1.5,-45.6,
2895,"Kalaipahoa Linea",2400,-60.5,-23.5,
2896,"Kali Mons",325,9.4,29.2,
2899,"Kallistos Vallis",900,-51.1,21.5,
2900,"Kalm Dorsa",300,18,-51,
2901,"Kalombo",9.6,-30.5,34,
2902,"Kaltash Corona",450,0.5,75,
2903,"Kamadhenu Corona",400,21,136.5,
2904,"Kamari Dorsa",589,59.2,55.8,
2910,"Kamui-Huci Corona",300,-63.5,-37.5,
2917,"Kanik",16.5,-32.5,-110.1,
2921,"Kanykey Planitia",2100,-10,-10,
2923,"Kapenopfu Corona",200,-21.7,-89,
2925,"Kara Linea",0,-44,-54,
2927,"Karen",10.5,-12.4,17.7,
2930,"Karo",7,21.9,37.2,
2935,"Karra-māhte Fossae",1800,28,-18,
2940,"Kartini",23.4,57.8,-27,
2945,"Kasogonaga Fluctus",850,-18,-92,
2948,"Kastiatsi Dorsa",1200,-53,-115,
2949,"Kastusha",13,-28.6,59.9,
2956,"Katieleo Corona",210,-12.5,-32.5,
2957,"Katl-Imi Mons",120,-69,126,
2960,"Katrya",9.2,-29.5,108.7,
2962,"Katya",10.5,57.8,-74.3,
2963,"Kauffman",25.5,49.4,27.1,
2966,"Kavtora",9.8,59,23.3,
2968,"Kawelu Planitia",3910,32.8,-113.5,
2970,"Kayanu-Hime Corona",150,33.5,57,
2971,"Kaygus Chasmata",503,49.6,52.1,
2981,"Kelea",24.5,8.9,25.6,
2982,"Kelila",5,52.6,-168.2,
2983,"Keller Patera",69,45,-86,
2984,"Kelly",11.2,-4.8,-0.8,
2985,"Kemble",23.6,47.7,14.9,
2989,"Kenny",52.7,-44.4,-88.9,
2994,"Ketzia",14.6,3.9,-59.5,
2997,"Khabuchi Corona",285,-11,173,
2998,"Khadako",7.4,54.2,139.3,
2999,"Khadne Dorsa",220,-14,-25.5,
3001,"Khafiza",7,6,-60.8,
3002,"Khalanasy Vallis",320,-51,168.5,
3006,"Khatun",44.1,40.3,87.2,
3007,"Khelifa",10.8,-1.5,129.9,
3013,"Khosedem Fossae",1800,-13,-57,
3014,"Khotal-Ekva Tholi",50,-9.1,177.8,
3015,"Khotun Corona",200,-46.5,81.5,
3019,"Ki Corona",300,43.2,-132.2,
3023,"Kicheda Chasma",1500,-2.5,-147,
3030,"Kimitonga",5,-25.1,48.3,
3032,"Kimtinh Vallis",550,-46.5,67,
3038,"Kingsley",26.6,-22.6,-53.6,
3043,"Kinsei Vallis",375,13.8,140.2,
3049,"Kiris",13.3,20.9,98.8,
3057,"Kitna",15.3,-28.9,-82.7,
3060,"Klafsky",25.5,-20.7,-171.9,
3063,"Klenova",141,78.1,104.5,
3069,"Kodu",10.5,0.9,-21.3,
3072,"Koidula",67,64.2,139.6,
3073,"Koidutäht Vallis",700,-76.5,130,
3074,"Koinyt",11.7,-30.9,-66.8,
3076,"Kokomikeis Chasma",1000,0,85,
3077,"Kokyanwuti Mons",400,35.5,-148,
3079,"Kolias Corona",200,-16.5,-152.1,
3080,"Kollado",5.5,-61,53.4,
3081,"Kollwitz",29.1,25.2,133.6,
3086,"Konopnicka",20.1,14.5,166.6,
3095,"Kosi",7.7,-43.9,54.9,
3097,"Kostroma Coronae",230,40.6,7.6,
3098,"Koti Fluctus",400,12.5,-42,
3099,"Kotsmanyako Dorsa",1900,-76,-118,
3100,"Kottauer Patera",136,36.7,39.6,
3101,"Kottravey Chasma",744,30.5,77.9,
3103,"Kov-Ava Chasma",470,-58.8,21.8,
3108,"Kozhla-Ava Chasma",581,56.2,50.6,
3123,"Kristina",9.7,-65.2,-44.1,
3125,"Kruchina Tesserae",1000,36,27,
3126,"Krumine Corona",300,-5,-98.5,
3130,"Kshumay Mons",250,-54.9,58,
3132,"Kuan-Yin Corona",310,-4.3,10,
3133,"Kuanja Chasma",890,-12,99.5,
3135,"Kubebe Corona",125,15.5,132.5,
3142,"Kuldurok Dorsa",1100,-50.4,61,
3145,"Kulimina Corona",170,-27.8,-98.1,
3149,"Kumang Corona",40,25,11.8,
3150,"Kumanyefie Vallis",600,-80.5,-25,
3152,"Kumba",11.4,26.3,-27.3,
3154,"Kumudu",4.4,61.3,154.1,
3156,"Kunapipi Mons",220,-33.9,86,
3159,"Kunhild Corona",200,19.3,80.1,
3160,"Kunkubey Fluctus",350,-50,-153,
3164,"Kupo Patera",100,-41.9,-164.5,
3168,"Kuro",8.8,7.8,57.6,
3170,"Kurukulla Mons",59,48.7,103,
3172,"Kutue Tessera",653,39.5,108.8,
3174,"Kvasha Patera",50,-9.5,69,
3175,"Kwannon Tholus",135,-26.3,-63.2,
3176,"Kyen",5.2,-6.2,64.7,
3177,"Kylli",13.2,41.1,67,
3184,"Kūmsong Vallis",700,-59,152.5,
3187,"La Fayette",39.6,70.2,107.6,
3198,"Lachappelle",36.8,26.7,-23.3,
3199,"Lachesis Tessera",664,44.4,-59.9,
3222,"Lada Terra",8615,-62.5,20,
3232,"Lagerlöf",56,81.2,-74.8,
3234,"Lahar Mons",225,14,162,
3235,"Lahevhev Tesserae",1300,29,-171,
3237,"Laidamlulum Vallis",2700,-73,151,
3238,"Laima Tessera",971,55,48.5,
3239,"Laimdota Planitia",1800,-58,117,
3240,"Laka Mons",220,79.9,-98,
3244,"Lakshmi Planum",2345,68.6,-20.7,
3247,"Lalohonua Corona",460,-24,-109.5,
3248,"Lama Tholus",110,7.8,-94,
3251,"Lamashtu Mons",260,2.8,172.7,
3258,"Lampedo Linea",800,62.2,-67,
3266,"Landowska",33,84.6,74.3,
3274,"Langtry",50.3,-17,155,
3275,"Lanig Mons",400,-68.5,91,
3280,"Lara",3.4,-4.2,2.9,
3285,"Lasdona Chasma",697,69.3,36.8,
3292,"Latmikaik Corona",500,-64,123,
3293,"Latona Chasma",530,26,-92.5,
3295,"Latta Corona",225,-38.6,-73,
3298,"Laufey Regio",2100,7,-45,
3299,"Laulani",12.4,-68.2,121.2,
3301,"Laura",17.2,48.9,141.2,
3302,"Laurencin",29.8,-15.4,46.5,
3305,"Laverna Dorsa",1100,-50,132,
3306,"Lavinia Planitia",2820,-47.3,-12.5,
3309,"Lazarus",24.2,-52.9,127.2,
3310,"Laūma Dorsa",1517,64.8,-169.6,
3315,"Leah",12,-34.2,-172.2,
3321,"Lebedeva",37.4,45.2,49.8,
3326,"Leda Planitia",2890,44,65.1,
3327,"Ledoux Patera",75,-9.2,-135.2,
3332,"Lehmann",21.7,-44.1,39.1,
3336,"Leida",18.8,-23.3,-93.4,
3337,"Leila",18.8,-44.2,86.8,
3342,"Lemkechen Dorsa",2000,18.5,68.5,
3345,"Lena",15.2,39.5,23,
3346,"Lengdin Corona",525,2.5,-137,
3347,"Lenore",15.5,38.7,-67.8,
3350,"Leona",3,-3.1,169,
3351,"Leonard",31.7,-73.8,-174.8,
3358,"Lesavka Chasma",800,-0.8,-145,
3359,"Leslie",7.2,-11.2,13.5,
3361,"Letitia",17.5,34.5,-71.3,
3374,"Leyster",45.8,1,-100,
3376,"Lhagva",7.9,-75.8,-59.9,
3377,"Lhamo Tessera",800,-51,15,
3381,"Li Qingzhao",22.8,23.7,94.6,
3384,"Liban Farra",100,-23.9,-6.5,
3385,"Libby Patera",90,-34.5,-160.5,
3386,"Libera Corona",350,12.5,24,
3388,"Libuše Planitia",1200,60,-70,
3396,"Lida",20.3,36.6,-86.1,
3400,"Likho Tesserae",1200,40,134,
3401,"Lilian",13.5,25.6,-24,
3403,"Liliya",15,30.2,31.1,
3404,"Lilwani Corona",500,-29.5,-88.5,
3405,"Lind",25.8,50.2,-5,
3407,"Linda",7.1,-12.4,2.8,
3412,"Lineta",15.6,-5,-5.9,
3421,"Lisa",4.5,29,-178,
3429,"Liv",11.2,-21.1,-56.1,
3434,"Llorona Planitia",2600,18,145,
3436,"Lo Shen Valles",225,-12.8,89.6,
3438,"Loan",7.4,28.3,60,
3442,"Lockwood",22,-32.9,51.6,
3456,"Lois",13.5,-17.9,-145.3,
3467,"Lonsdale",43,55.6,-137.6,
3468,"Loo-Wit Mons",150,-59.5,56,
3473,"Loretta",13.5,-19.7,-157.4,
3481,"Lotta",11.8,51.1,-24.1,
3482,"Louhi Planitia",2440,80.5,120.5,
3491,"Lowana Planitia",2700,43,98,
3497,"Lu Zhi",8.3,-42.6,-56.6,
3502,"Lucia",16,-62.1,67.8,
3507,"Ludjatako Corona",300,-12.5,-109.5,
3511,"Lukelong Dorsa",1566,73.3,178.8,
3513,"Lullin",25.1,23,81.3,
3515,"Lumimuut Corona",230,-11.5,-125.5,
3516,"Lumo Dorsa",500,24.5,149,
3520,"Lunang Vallis",250,68.2,-50,
3522,"Lusaber Vallis",500,-47.5,164,
3531,"Lydia",15.2,10.7,-19.3,
3536,"Lyon",12.4,-66.5,-89.4,
3541,"Lyuba",12.4,1.6,-76.1,
3542,"Lyudmila",14.1,62.1,-30.3,
3544,"Ma Corona",420,-22.5,57,
3545,"Ma Shouzhen",18.9,-35.7,92.5,
3547,"Maa-Ema Corona",300,40.8,102.5,
3548,"Maa-Ling",6,-14.7,-0.5,
3550,"Maat Mons",395,0.5,-165.4,
3553,"MacDonald",17.6,30,120.7,
3562,"Madalait Corona",150,37.6,-153.6,
3563,"Madderakka Corona",220,9,-44.5,
3564,"Madeleine",16,-4.7,-66.8,
3566,"Madina",6.3,22.7,58,
3568,"Mae",7.5,-40.5,-14.8,
3572,"Mafdet Tessera",370,9.2,38.5,
3576,"Magda",10.1,67,-30.3,
3577,"Magdalena",11.5,-11.2,48.7,
3582,"Magnani",26.4,58.6,-22.8,
3584,"Mago-Halmi Tesserae",400,70,157,
3585,"Magu Tessera",300,-52,-55,
3586,"Magura Fossae",600,-12,-27.5,
3591,"Mahina",15.4,-2,-177.8,
3593,"Mahuea Tholus",110,-37.5,164.7,
3600,"Makh Corona",200,-48.7,85,
3601,"Makola",16.6,-3.8,106.7,
3606,"Malibran Patera",60,-18.4,-135.4,
3609,"Malintzin Patera",60,57,81.5,
3611,"Maltby",36.6,-23.3,119.7,
3615,"Mama-Allpa Corona",300,-27,31,
3616,"Mamajan",2,-65.1,-102.7,
3617,"Mamapacha Fluctus",900,60,-175,
3619,"Mamitu Tesserae",900,22,44,
3623,"Manatum Tessera",3800,-4,64,
3635,"Mansa",8.1,-33.9,63.4,
3637,"Mansfield Patera",80,29.5,-132.5,
3640,"Manto Fossae",536,63.6,64.9,
3641,"Manton",20.5,9.3,26.9,
3645,"Manzan-Gurme Tesserae",1354,39,-0.5,
3647,"Manzolini",41.8,25.6,91.3,
3649,"Marake Colles",150,55.7,-142.2,
3652,"Maram Corona",600,-7.5,-138.5,
3653,"Maranda",16.8,4.9,169.7,
3660,"Mardezh-Ava Dorsa",906,32.4,68.6,
3696,"Marere",6.3,19.6,65.8,
3697,"Maret",11.7,-33.3,-79.8,
3698,"Margarita",13,12.7,9.2,
3702,"Margit",14,60.1,-86.9,
3704,"Mari Corona",200,54,151,
3705,"Maria Celeste",97.5,23.4,140.4,
3706,"Marianne",9,9.3,-2,
3707,"Marie",14.2,-21.7,-127.6,
3709,"Mariko",12.9,-23.3,132.9,
3719,"Markham",71.8,-4.1,155.6,
3721,"Marsh",47.7,-63.6,46.6,
3727,"Martinez",23.5,-11.7,174.7,
3728,"Martuv Vallis",250,23,156,
3732,"Marysya",6.3,53.3,75.1,
3733,"Marzhan",13.8,-58.9,-111.7,
3734,"Marzyana Corona",550,-53,67.5,
3735,"Masako",23.8,-30.2,53.2,
3736,"Masateotl Corona",180,-53,-116,
3738,"Masha",6.4,60.7,88.5,
3741,"Maslenitsa Corona",0,77,-157.5,
3747,"Matahina",8.5,-72.3,65.9,
3751,"Matlalcue Vallis",300,-33,167.5,
3759,"Maurea",9.9,-39.5,69.1,
3764,"Mawu Corona",295,31.7,-118.7,
3766,"Maxwell Montes",797,65.2,3.3,
3767,"May-Enensi Corona",330,-42.5,68,
3768,"Maya Corona",225,23,98,
3769,"Mayauel Corona",200,-27.5,154,
3774,"Mbokomu Mons",460,-15.1,-144.8,
3775,"Mbul'di",6,23.8,74.7,
3787,"Mead",270,12.5,57.2,
3790,"Medb Fluctus",350,-56,127,
3791,"Medeina Chasma",606,46.2,89.3,
3792,"Medhavi",30.4,-19.4,40.6,
3800,"Megan",15.8,-61.8,130.6,
3805,"Mehseti Patera",60,16,-49,
3806,"Meiboia Tholus",85,-44.7,-78.7,
3808,"Meitner",149,-55.6,-38.4,
3809,"Melanie",12.3,-62.8,144.3,
3810,"Melanka",9,34.4,19.2,
3816,"Melba",21.8,4.7,-166.5,
3817,"Melia Mons",311,62.8,119.3,
3818,"Melina",12.7,-69.9,-40.5,
3825,"Mem Loimis Mons",300,9.5,-151,
3832,"Mena Colles",850,-52.5,160,
3834,"Menat Undae",100,-24.8,-20.6,
3841,"Meni Tessera",454,48.1,77.9,
3842,"Menkerot Dorsa",770,-20,-8.5,
3843,"Mentha Tholus",79,43,-122.7,
3848,"Merak Vallis",200,-63.5,162,
3851,"Meredith",11.4,-14.5,-81.1,
3853,"Merian",22.2,34.5,76.3,
3855,"Merisa Fluctus",630,20.5,9,
3856,"Merit Ptah",16.5,11.4,115.6,
3863,"Mert Fluctus",250,-50.5,-129.5,
3864,"Mertseger Mons",450,-38.1,-89.7,
3865,"Mesca Corona",190,27,-17.4,
3867,"Meskhent Tessera",1056,65.8,103.1,
3871,"Metelitsa Dorsa",1300,16,31,
3875,"Metra Corona",101,26,97.7,
3877,"Mezrina Patera",60,-33.3,68.8,
3878,"Mežas-Mate Chasma",506,51,50.7,
3882,"Michelle",15,-19.6,40.5,
3887,"Mielikki Mons",450,-27.8,-79.5,
3888,"Migazesh Colles",230,-49,-162,
3890,"Mikhaylova Patera",70,-26.8,-11.8,
3894,"Milda Mons",48,52.5,159.4,
3895,"Mildred",12,-51.7,-11.7,
3898,"Millay",48,24.4,111.2,
3910,"Minerva Fossae",0,64.5,-107.5,
3916,"Minu-Anni Tessera",1300,-20,30,
3917,"Miovasu",4.5,72.1,99.9,
3919,"Mirabeau",23.8,1.1,-75.7,
3920,"Miralaidji Corona",300,-14,163.8,
3921,"Miriam",16.5,36.5,48.2,
3922,"Mirizir Corona",70,-66.4,-175,
3927,"Misne Chasma",610,78.3,-43.5,
3928,"Mist Chasma",244,39.5,-112.7,
3934,"Miti Corona",180,-3.5,-100.2,
3942,"Modron Corona",50,32.8,23.1,
3948,"Moira Tessera",361,58.7,-49.5,
3952,"Mokosha Mons",270,57.7,-105,
3955,"Molpadia Linea",0,-48,-5,
3956,"Molpe Colles",548,76,-168,
3959,"Momu Coronae",260,-21,-139.7,
3960,"Mona Lisa",79.4,25.6,25.1,
3967,"Monika",25.5,72.3,122.4,
3969,"Monoshi Tholus",15,-37.7,-108,
4020,"Montessori",42.1,59.4,-80,
4023,"Montez",21.1,17.9,-93.5,
4025,"Moombi Corona",100,-64.5,-124.5,
4027,"Moore",21.1,-30.4,-111.6,
4031,"Morana Chasma",317,68.9,24.6,
4037,"Morisot",48,-61.2,-148.7,
4039,"Morongo Valles",660,-20,111.4,
4042,"Morrigan Linea",3200,-54.5,-49,
4044,"Mortim-Ekva Fluctus",1250,1,-26,
4047,"Mosaido",7.4,17.3,75.2,
4049,"Moses",28,34.6,119.9,
4052,"Mots Chasma",464,51.9,56.1,
4053,"Mou-nyamy Corona",200,-49.5,59,
4056,"Mowatt",38.4,-14.6,-67.7,
4059,"Mu Guiying",32.3,41.2,81,
4061,"Mugazo Planitia",1500,-69,60,
4062,"Muhongo Mons",175,10.6,174.5,
4063,"Mukhina",24.5,29.5,0.5,
4064,"Mukylchin Corona",525,-12.5,46,
4067,"Mumtaz-Mahal",38.2,30.3,-131.6,
4069,"Munter",32.1,-15.3,39.3,
4075,"Muriel",20.2,-41.7,12.4,
4076,"Muru Tholus",40,-9,-54.5,
4081,"Muta Mons",54,55.5,-1.7,
4084,"Muzamuza Corona",163,65.6,-154.6,
4086,"Mykh-Imi Corona",150,-73,99,
4087,"Mylitta Fluctus",1250,-54,-4.5,
4099,"Naatse-elit Dorsa",950,-66,-111,
4101,"Nabuzana Corona",525,-8.5,47,
4102,"Nadeyka",9.3,-54.8,-54.7,
4103,"Nadia",11.3,-27.9,0.6,
4104,"Nadine",18.6,7.8,-0.9,
4105,"Nadira",31.4,44.1,-158.5,
4107,"Nagavonyi Corona",190,-18.5,-101,
4108,"Naguchitsa Fossae",730,-35.6,159.3,
4110,"Nahas-tsan Mons",500,14,-155,
4111,"Nahete Colles",400,38,-119,
4112,"Nahid Valles",500,-55.1,171,
4114,"Naijok Fossae",450,-70.2,-23,
4117,"Nakai",4.5,-61,-73.8,
4120,"Nalkowska",22.2,28.1,-70,
4121,"Nalkuta",6.5,30.1,-52.2,
4122,"Nalwanga Corona",380,48.7,-113,
4126,"Nambi Dorsum",1125,-72.5,-147,
4127,"Nambubi Fluctus",850,-61,135,
4128,"Namiko",13,43.4,56.2,
4129,"Namjyalma Fossae",560,2.5,2.7,
4130,"Nammu Farra",160,2.3,169.4,
4134,"Nana",8.8,49.8,75.4,
4135,"Nana-Buluku Coronae",230,39.4,14,
4137,"Nanen Corona",50,69.9,-161.5,
4138,"Nang Pao Corona",160,-47,-155.5,
4139,"Nang-byon Chasma",450,4,-43.5,
4140,"Nanichi",19,-44.8,-22.2,
4146,"Nantosuelta Vallis",320,-61.9,-167,
4147,"Naomi",17.5,6,70.3,
4149,"Naotsete Corona",200,-58.3,-110.5,
4151,"Naran Dorsa",600,-54,-122,
4154,"Narina Tholi",55,-25.8,80,
4156,"Narundi Fossae",700,-66.5,-31,
4160,"Nastya",12.5,-49,-84.2,
4161,"Natalia",10.8,67.1,-87.1,
4162,"Natami Dorsa",800,-71.5,-102,
4166,"Naunet Fluctus",200,-81,136,
4170,"Navka Planitia",2100,-8.1,-42.4,
4171,"Navolga Corona",170,-48.6,-63.5,
4172,"Nayunuwi Montes",900,2,83,
4174,"Nazit Mons",350,22.5,-120,
4175,"Ndara Tholus",70,-57.5,16,
4176,"Ndella",5.9,-15.9,60.7,
4177,"Ndoi Corona",225,-20.3,-129.7,
4178,"Ne Ngam Mons",200,-43,-102.5,
4179,"Neago Fluctūs",0,49.3,-9,
4185,"Neda",7.7,16.7,-46.5,
4186,"Nedko",8.5,-8.8,-42.4,
4187,"Nedolya Tesserae",1200,5,-66,
4188,"Neegyauks Tholus",30,-68.6,-160,
4189,"Neeltje",10,12.4,124.4,
4190,"Nefertiti Corona",371,35.9,48.2,
4193,"Nehalennia Corona",345,14,10,
4195,"Nei-Teukez Corona",90,14.2,-101.2,
4200,"Nekhebet Fluctus",400,0,35,
4201,"Nelike",6.3,-26.8,-30.8,
4204,"Nemesis Tesserae",355,40,-179,
4209,"Nephele Dorsa",1937,39.7,138.8,
4210,"Nepra Vallis",350,1.4,24.2,
4211,"Nepret Corona",303,52.7,6.8,
4212,"Nepthys Mons",350,-33,-42.5,
4216,"Neringa Regio",1100,-65,-72,
4219,"Nertus Tholus",66,61.2,-112.1,
4227,"Nevelson",69.8,-35.3,-52.2,
4237,"Ney-Anki Fluctus",950,-37,105,
4238,"Neyterkob Corona",211,49.7,-155.3,
4239,"Ngaio",9.5,-53.3,61.8,
4240,"Ngone",12.2,6,-28.1,
4241,"Ngyandu Vallis",500,-62,12,
4247,"Nichka Dorsa",550,-10,-6,
4252,"Nicole",6.4,48.4,-100.7,
4262,"Nightingale Corona",471,63.6,129.5,
4264,"Nijinskaya",36.2,25.8,122.5,
4266,"Nijole Mons",150,45,-175,
4267,"Nike Fossae",800,-59.5,-20,
4269,"Nilanti",9.2,-38.2,-28.6,
4280,"Nilsson",27.3,-75.9,-82.4,
4284,"Nimba Corona",88,32.8,-155.5,
4285,"Nin",27.1,-3.9,-93.6,
4286,"Nina",24.6,-55.5,-121.3,
4291,"Ningyo Fluctus",970,-5.5,-154,
4292,"Ninhursag Corona",125,-38,23.5,
