Feature_ID,Feature_Name,Diameter,Center_Latitude,Center_Longitude,
7037,"Abel L",54.13,-34.55,82.39,
7038,"Abel M",91.01,-32.38,83.52,
7039,"Abenezra A",22.19,-22.79,10.44,
7040,"Abenezra B",13.77,-20.82,10.06,
7041,"Abenezra C",43.69,-21.37,11.09,
7042,"Abenezra D",7.25,-21.76,9.65,
7043,"Abenezra E",14.11,-21.46,9.4,
7044,"Abenezra F",6.3,-21.58,10.34,
7045,"Abenezra G",4.92,-20.53,11,
7046,"Abenezra H",4.72,-21.09,12.71,
7047,"Abenezra J",4.26,-19.92,10.69,
7048,"Abenezra P",39.27,-20.02,9.85,
7049,"Abul Wáfa A",14.98,1.4,116.86,
7050,"Abul Wáfa Q",31.04,0.14,115.88,
7051,"Abulfeda A",13.26,-16.43,10.75,
7052,"Abulfeda B",15.49,-14.51,16.37,
7053,"Abulfeda BA",13.99,-14.69,16.8,
7054,"Abulfeda C",16.43,-12.79,10.83,
7055,"Abulfeda D",19.68,-13.25,9.46,
7056,"Abulfeda E",5.55,-16.76,10.14,
7057,"Abulfeda F",17.47,-16.19,13.07,
7058,"Abulfeda G",6.31,-13.1,8.94,
7059,"Abulfeda H",4.22,-13.84,9.56,
7060,"Abulfeda J",4.07,-15.49,10.03,
7061,"Abulfeda K",9.93,-14.92,10.58,
7062,"Abulfeda L",4.95,-14.09,10.67,
7063,"Abulfeda M",10.05,-16.23,12.06,
7064,"Abulfeda N",13.07,-15.14,12.2,
7065,"Abulfeda O",6.6,-15.47,11.16,
7066,"Abulfeda P",4.59,-15.5,11.54,
7067,"Abulfeda Q",3.51,-12.86,12.22,
7068,"Abulfeda R",6.34,-12.79,12.97,
7069,"Abulfeda S",5.28,-12.28,13.3,
7070,"Abulfeda T",6.16,-14.86,13.71,
7071,"Abulfeda U",5.82,-12.97,13.8,
7072,"Abulfeda W",5.42,-12.55,13.85,
7073,"Abulfeda X",5.8,-15.01,13.99,
7074,"Abulfeda Y",4.63,-12.76,14.05,
7075,"Abulfeda Z",5.66,-14.73,15.18,
7076,"Adams B",31.33,-31.54,65.7,
7077,"Adams C",11.12,-32.35,65.54,
7078,"Adams D",46.26,-32.41,71.45,
7079,"Adams M",25.23,-34.73,69.33,
7080,"Adams P",25.43,-35.15,70.91,
7081,"Agatharchides A",15.68,-23.27,-28.46,
7082,"Agatharchides B",6.97,-21.52,-31.71,
7083,"Agatharchides C",11.46,-22.06,-32.94,
7084,"Agatharchides E",15.27,-20.74,-33.19,
7085,"Agatharchides F",5.89,-20.26,-31.86,
7086,"Agatharchides G",5.96,-20.17,-26.84,
7087,"Agatharchides H",15.97,-20.41,-33.95,
7088,"Agatharchides J",13.04,-21.62,-32.61,
7089,"Agatharchides K",13.35,-21.08,-27.53,
7090,"Agatharchides L",7.99,-21.12,-26.79,
7091,"Agatharchides N",21.65,-21.09,-29.72,
7092,"Agatharchides O",4.65,-19.24,-26.71,
7093,"Agatharchides P",65.98,-20.3,-28.77,
7094,"Agatharchides R",5.11,-18.36,-30.85,
7095,"Agatharchides S",3.06,-17.75,-30.59,
7096,"Agatharchides T",5.62,-18.32,-27.8,
7097,"Agrippa B",4.01,6.2,9.46,
7098,"Agrippa D",21.36,3.77,6.72,
7099,"Agrippa E",5,5.16,8.44,
7100,"Agrippa F",5.35,4.3,11.37,
7101,"Agrippa G",13.24,3.91,6.16,
7102,"Agrippa H",4.86,4.75,10.7,
7103,"Agrippa S",31.71,5.28,8.89,
7104,"Airy A",12.19,-17.05,7.64,
7105,"Airy B",27.26,-17.67,8.46,
7106,"Airy C",30.49,-19.25,4.77,
7107,"Airy D",6.61,-18.13,8.34,
7108,"Airy E",38.04,-20.75,7.55,
7109,"Airy F",4.84,-18.2,7.26,
7110,"Airy G",25.32,-18.7,6.96,
7111,"Airy H",9.31,-18.74,5.69,
7112,"Airy J",3.93,-19.05,6.08,
7113,"Airy L",6.02,-20.47,7.54,
7114,"Airy M",0.85,-19.15,7.56,
7115,"Airy N",7.95,-17.85,8.18,
7116,"Airy O",4.53,-16.75,8.35,
7117,"Airy P",6.64,-15.88,8.35,
7118,"Airy R",6.34,-19.6,8.78,
7119,"Airy S",5.31,-17.28,9.39,
7120,"Airy T",36.92,-19.27,9.38,
7121,"Airy V",4.43,-17.5,9.14,
7122,"Airy X",3.87,-18.95,10.12,
7123,"Aitken A",12.94,-13.87,173.46,
7124,"Aitken C",65.61,-13.76,175.57,
7125,"Aitken G",6.05,-16.71,173.99,
7126,"Aitken N",7.15,-17.63,172.74,
7127,"Aitken Y",35.72,-11.93,172.92,
7128,"Aitken Z",32.06,-14.89,173.21,
7129,"Al-Biruni C",9.53,18.42,93.06,
7130,"Al-Khwarizmi B",59.06,9.09,107.92,
7131,"Al-Khwarizmi G",102.83,6.76,107.35,
7132,"Al-Khwarizmi H",49.72,5.85,109.77,
7133,"Al-Khwarizmi J",44.68,6.19,108.14,
7134,"Al-Khwarizmi K",22.36,4.5,108.15,
7135,"Al-Khwarizmi L",35.51,3.77,107.89,
7136,"Al-Khwarizmi M",16.4,3.05,107.44,
7137,"Al-Khwarizmi T",14.05,7.06,104.96,
7138,"Albategnius A",6.79,-9.34,3.03,
7139,"Albategnius B",18.98,-10.07,4.03,
7140,"Albategnius C",5.66,-10.33,3.71,
7141,"Albategnius D",8.35,-11.36,7.14,
7142,"Albategnius E",12.67,-12.95,6.38,
7143,"Albategnius G",13.79,-9.46,1.89,
7144,"Albategnius H",11.77,-9.66,5.16,
7145,"Albategnius J",5.97,-11.14,6.19,
7146,"Albategnius K",10.31,-9.9,2,
7147,"Albategnius L",7.45,-12.08,6.31,
7148,"Albategnius M",8.07,-8.92,4.16,
7149,"Albategnius N",8.61,-9.89,4.54,
7150,"Albategnius O",4.54,-13.62,4.43,
7151,"Albategnius P",4.01,-13.02,4.49,
7152,"Albategnius S",5.91,-13.35,6.05,
7153,"Albategnius T",9.61,-12.66,6.06,
7154,"Alden B",15.1,-20.6,113.11,
7155,"Alden C",56.81,-22.69,111.74,
7156,"Alden E",26.37,-23.42,112.81,
7157,"Alden V",20.89,-22.7,110.46,
7158,"Alder E",18.63,-47.97,-173.5,
7159,"Alekhin E",39.6,-66.96,-124.58,
7160,"Alexander A",3.99,40.78,14.94,
7161,"Alexander B",3.89,40.28,15.14,
7162,"Alexander C",4.23,38.52,14.95,
7163,"Alexander K",3.95,40.52,19.35,
7164,"Alfraganus A",13.87,-3.05,20.32,
7165,"Alfraganus C",10.3,-6.13,18.09,
7166,"Alfraganus D",8.29,-4.05,20.14,
7167,"Alfraganus E",3.85,-4.62,19,
7168,"Alfraganus F",8.64,-3.54,20.84,
7169,"Alfraganus G",5.74,-2.67,21.23,
7170,"Alfraganus H",12,-4.36,19.16,
7171,"Alfraganus K",2.95,-5.25,19.54,
7172,"Alfraganus M",3.16,-5.66,19.56,
7173,"Alhazen A",16.14,16.17,74.3,
7174,"Alhazen D",34.23,19.68,75.17,
7175,"Aliacensis A",13.61,-29.71,7.39,
7176,"Aliacensis B",15.81,-31.43,3.2,
7177,"Aliacensis C",7.93,-32.7,5.42,
7178,"Aliacensis D",9.67,-33.19,6.82,
7179,"Aliacensis E",8.74,-30.42,2.32,
7180,"Aliacensis F",4.82,-32.66,3.84,
7181,"Aliacensis G",7.76,-33.39,4.7,
7182,"Aliacensis H",5.58,-31.81,6.01,
7183,"Aliacensis K",5.65,-31.43,6.26,
7184,"Aliacensis W",10.32,-31.9,5.32,
7185,"Aliacensis X",3.66,-29.64,6.78,
7186,"Aliacensis Y",4.7,-30.11,7.33,
7187,"Aliacensis Z",3.83,-30.05,4.49,
7188,"Almanon A",9.75,-17.79,15.32,
7189,"Almanon B",23.6,-18.33,15.26,
7190,"Almanon C",15.62,-16.16,15.98,
7191,"Almanon D",5.33,-18.6,15.54,
7192,"Almanon E",5.37,-17.91,13.63,
7193,"Almanon F",5.23,-15.92,14.27,
7194,"Almanon G",4.47,-17.93,14.61,
7195,"Almanon H",6.05,-19.03,15.22,
7196,"Almanon K",6.46,-15.84,15.43,
7197,"Almanon L",5.88,-19,16.58,
7198,"Almanon P",19.44,-18.55,17,
7199,"Almanon Q",4.63,-18.08,17,
7200,"Almanon R",3.51,-18.17,15.88,
7201,"Alpes A",10.66,51.39,-0.3,
7202,"Alpes B",4.82,45.81,-0.91,
7203,"Alpetragius B",9.73,-15.13,-6.88,
7204,"Alpetragius C",2.11,-13.75,-6.17,
7205,"Alpetragius G",12.18,-18.17,-6.56,
7206,"Alpetragius H",4.43,-18.01,-6.1,
7207,"Alpetragius J",4.13,-18.05,-5.7,
7208,"Alpetragius M",23.21,-16.45,-3.27,
7209,"Alpetragius N",11.27,-16.74,-3.88,
7210,"Alpetragius U",15.59,-17.71,-5.11,
7211,"Alpetragius V",15.9,-18.19,-5.83,
7212,"Alpetragius W",27.68,-17.95,-5.96,
7213,"Alpetragius X",31.78,-15.61,-5.74,
7214,"Alphonsus A",3.6,-14.87,-2.27,
7215,"Alphonsus B",22.94,-13.26,-0.2,
7216,"Alphonsus C",3.37,-14.4,-4.87,
7217,"Alphonsus D",23.7,-15.05,-0.85,
7218,"Alphonsus G",3.52,-12.35,-3.39,
7219,"Alphonsus H",7.01,-15.62,-0.53,
7220,"Alphonsus J",7.9,-15.14,-2.51,
7221,"Alphonsus K",20.6,-12.61,-0.11,
7222,"Alphonsus L",3.75,-12.02,-3.72,
7223,"Alphonsus R",3.01,-14.39,-1.92,
7224,"Alphonsus X",4.68,-14.99,-4.46,
7225,"Alphonsus Y",2.6,-14.71,-1.92,
7226,"Alter K",21.64,16.22,-106.19,
7227,"Alter W",51.47,20.38,-109.41,
7228,"Amici M",107.91,-11.81,-172.02,
7229,"Amici N",37.63,-11.88,-172.54,
7230,"Amici P",24.93,-12.35,-174.13,
7231,"Amici Q",43.59,-12.34,-175.89,
7232,"Amici R",34.77,-11.5,-175.32,
7233,"Amici T",38.06,-9.91,-174.07,
7234,"Amici U",88.73,-8.75,-175.47,
7236,"Amundsen C",24.22,-80.76,85.21,
7237,"Anaxagoras A",20.09,72.26,-7.02,
7238,"Anaxagoras B",4.95,70.35,-11.36,
7239,"Anaximander A",15.24,68.05,-50.4,
7240,"Anaximander B",79.1,68.08,-61.21,
7241,"Anaximander D",96.63,65.78,-50.68,
7242,"Anaximander H",9.03,65.29,-41.06,
7243,"Anaximander R",8.05,66.32,-55.21,
7244,"Anaximander S",7.21,68.35,-53.6,
7245,"Anaximander T",7.01,67.3,-52.27,
7246,"Anaximander U",7.54,64.14,-48.5,
7247,"Anaximenes B",8.34,68.94,-38.06,
7248,"Anaximenes E",10,66.58,-31.46,
7249,"Anaximenes G",51.17,73.75,-40.5,
7250,"Anaximenes H",42.72,74.64,-45.7,
7251,"Anděl A",13.4,-10.81,11.24,
7252,"Anděl C",3.01,-9.01,11.15,
7253,"Anděl D",5.98,-10.79,11.71,
7254,"Anděl E",5.7,-12.02,12.22,
7255,"Anděl F",9.22,-8.34,11.08,
7256,"Anděl G",4.12,-10.94,12.31,
7257,"Anděl H",5.25,-6.67,11.31,
7258,"Anděl J",5.52,-7.54,11.41,
7259,"Anděl K",3.69,-5.83,11.56,
7260,"Anděl M",26.46,-9.75,11.12,
7261,"Anděl N",8.5,-10.24,11.34,
7262,"Anděl P",17.56,-11.65,12.2,
7263,"Anděl S",4.52,-11.4,12.7,
7264,"Anděl T",3.38,-11.25,13.24,
7265,"Anděl W",11.19,-12.36,12.26,
7266,"Anders D",23.8,-40.26,-140.86,
7267,"Anders G",20.46,-41.81,-142.18,
7268,"Anders X",21.45,-39.73,-144.25,
7269,"Anderson E",28.23,16.98,173.53,
7270,"Anderson F",44.96,16.28,173.8,
7271,"Anderson L",14.15,14.71,171.13,
7272,"Angström A",5.69,30.92,-41.15,
7273,"Angström B",5.56,31.76,-44.19,
7274,"Ansgarius B",33.1,-11.99,84.11,
7275,"Ansgarius C",15.59,-14.79,74.83,
7276,"Ansgarius M",7.56,-11.25,78.79,
7277,"Ansgarius N",10.23,-11.91,81.18,
7278,"Ansgarius P",10.35,-13.06,75.66,
7279,"Anuchin B",25.59,-46.44,103.57,
7280,"Anuchin L",16.04,-49.84,101.92,
7281,"Anuchin N",30.68,-51.28,100.03,
7282,"Anuchin Q",51.43,-50.82,98.77,
7283,"Anuchin V",15.18,-47.81,99.8,
7284,"Apianus A",13.11,-25.7,6.52,
7285,"Apianus B",10.21,-27.4,8.99,
7286,"Apianus C",19.64,-28.13,10.46,
7287,"Apianus D",33.66,-26.08,10.66,
7288,"Apianus E",8.39,-28.85,8.19,
7289,"Apianus F",5.39,-28.14,6.33,
7290,"Apianus G",4.02,-28.12,7.64,
7291,"Apianus H",6.57,-28.15,8.64,
7292,"Apianus J",6.71,-26.33,8.52,
7293,"Apianus K",6.44,-27.48,9.31,
7294,"Apianus L",4.67,-29.12,10.85,
7295,"Apianus M",6.98,-24.78,10.29,
7296,"Apianus N",3.46,-28.89,9.91,
7297,"Apianus P",41.59,-25.29,9.13,
7298,"Apianus R",13.1,-25.79,8.89,
7299,"Apianus S",23.96,-25.81,8.47,
7300,"Apianus T",11.52,-27.73,9.45,
7301,"Apianus U",16.82,-27.91,8.98,
7302,"Apianus V",3.2,-25.19,10.4,
7303,"Apianus W",9.68,-25.6,7.46,
7304,"Apianus X",3.1,-28.34,7.02,
7305,"Apollonius A",24.55,4.82,56.85,
7306,"Apollonius B",31.17,5.87,57.6,
7307,"Apollonius E",16.55,4.34,61.86,
7308,"Apollonius F",14.72,5.6,59.94,
7309,"Apollonius H",19.04,3.43,59.51,
7310,"Apollonius J",11.7,4.63,57.48,
7311,"Apollonius L",10.12,6.47,54.57,
7312,"Apollonius M",9.54,4.73,61.77,
7313,"Apollonius N",10.79,4.75,63.77,
7314,"Apollonius S",16.22,1.26,62.58,
7315,"Apollonius U",8.44,4.89,59.87,
7316,"Apollonius V",14.97,4.39,58.22,
7317,"Apollonius X",28.97,6.9,58.18,
7318,"Apollonius Y",8.71,4.88,62.6,
7319,"Appleton D",39.13,37.77,160.63,
7320,"Appleton M",25.03,33.72,158.26,
7321,"Appleton Q",22.66,34.18,155.31,
7322,"Appleton R",40.92,36.13,156.25,
7323,"Arago B",6.9,3.43,20.82,
7324,"Arago C",3.03,3.89,21.48,
7325,"Arago D",3.95,6.91,22.39,
7326,"Arago E",6.28,8.51,22.71,
7327,"Aratus B",6.69,24.18,5.43,
7328,"Aratus C",3.56,24.08,9.46,
7329,"Aratus CA",2.08,24.56,11.18,
7330,"Aratus D",4.05,24.37,8.61,
7331,"Archimedes C",7.66,31.63,-1.53,
7332,"Archimedes D",4.96,32.2,-2.69,
7333,"Archimedes E",2.56,25,-7.2,
7334,"Archimedes G",3.29,29.14,-8.15,
7335,"Archimedes H",3.78,23.89,-7.02,
7336,"Archimedes L",3.21,25.04,-2.61,
7337,"Archimedes M",3.27,26.12,-3.21,
7338,"Archimedes N",3.51,24.15,-3.89,
7339,"Archimedes P",2.63,25.94,-2.5,
7340,"Archimedes Q",2.36,28.52,-2.43,
7341,"Archimedes R",3.5,26.07,-6.61,
7342,"Archimedes S",2.77,29.56,-2.73,
7343,"Archimedes T",2.33,30.3,-5.03,
7344,"Archimedes U",2.74,32.83,-1.96,
7345,"Archimedes V",2.67,32.98,-4.01,
7346,"Archimedes W",3.19,23.8,-6.25,
7347,"Archimedes X",2.15,31.03,-8.02,
7348,"Archimedes Y",2.2,29.97,-9.5,
7349,"Archimedes Z",2.07,26.88,-1.41,
7350,"Archytas B",35.18,61.44,3.17,
7351,"Archytas D",44.75,63.71,11.9,
7352,"Archytas G",7.21,55.73,0.53,
7353,"Archytas K",13.77,62.66,7.68,
7354,"Archytas L",4.38,56.19,0.9,
7355,"Archytas U",7.39,62.9,9.22,
7356,"Archytas W",5.73,61.29,5.2,
7357,"Argelander A",8.65,-16.54,6.75,
7358,"Argelander B",5.6,-15.6,5.1,
7359,"Argelander C",3.87,-16.28,5.72,
7360,"Argelander D",10.69,-17.64,4.44,
7361,"Argelander W",18.63,-16.75,4.18,
7362,"Ariadaeus A",7.94,4.64,17.49,
7363,"Ariadaeus B",7.8,4.9,15.06,
7364,"Ariadaeus D",3.92,4.88,17.03,
7365,"Ariadaeus E",21.96,5.32,17.63,
7366,"Ariadaeus F",3.16,4.32,18.01,
7367,"Aristarchus B",6.95,26.28,-46.85,
7368,"Aristarchus D",4.65,23.73,-42.88,
7369,"Aristarchus F",17.6,21.67,-46.57,
7370,"Aristarchus H",4.43,22.61,-45.74,
7371,"Aristarchus N",3.14,22.83,-43.03,
7372,"Aristarchus S",3.8,19.29,-46.28,
7373,"Aristarchus T",3.33,19.67,-46.5,
7374,"Aristarchus U",3.45,19.73,-48.64,
7375,"Aristarchus Z",7.74,25.49,-48.49,
7376,"Aristillus A",4.44,33.64,4.53,
7377,"Aristillus B",8.02,34.8,-1.93,
7378,"Aristoteles D",5.61,47.48,14.71,
7379,"Aristoteles M",6.98,53.5,27.26,
7380,"Aristoteles N",5.3,52.9,26.84,
7381,"Armiński D",11.24,-16.04,154.97,
7382,"Armiński K",20.05,-17.09,154.64,
7383,"Arnold A",55.13,68.77,39.6,
7384,"Arnold E",31.15,71.48,38.1,
7385,"Arnold F",10.41,67.55,35.18,
7386,"Arnold G",10.64,67.39,31.45,
7387,"Arnold H",12.82,72.59,44.98,
7388,"Arnold J",6.17,65.9,33.82,
7389,"Arnold K",30,70.71,42.38,
7390,"Arnold L",34.89,70,35.77,
7391,"Arnold M",6.77,68.29,43.59,
7392,"Arnold N",18.81,70.15,41.6,
7393,"Arrhenius J",16.98,-57.52,-88.45,
7395,"Artem'ev G",60.94,10.01,-143.69,
7396,"Artem'ev L",27.97,7.96,-144.2,
7397,"Arzachel A",8.69,-18.06,-1.51,
7398,"Arzachel B",7.71,-17.06,-2.98,
7399,"Arzachel C",5.66,-17.49,-3.71,
7400,"Arzachel D",7.46,-20.19,-2.14,
7401,"Arzachel H",4.08,-18.69,-2.05,
7402,"Arzachel K",3.5,-18.38,-1.62,
7403,"Arzachel L",4.41,-19.96,0.13,
7404,"Arzachel M",3.02,-20.65,-0.87,
7405,"Arzachel N",2.76,-20.42,-2.27,
7406,"Arzachel T",2.96,-17.68,-1.3,
7407,"Arzachel Y",3.92,-18.27,-4.26,
7408,"Asclepi A",13.43,-53.1,23.01,
7409,"Asclepi B",17.26,-54.24,23.83,
7410,"Asclepi C",9.57,-53.58,23.55,
7411,"Asclepi D",17.86,-53.66,24.09,
7412,"Asclepi E",6.39,-52.26,24.15,
7413,"Asclepi G",4.93,-53.5,24.8,
7414,"Asclepi H",18.22,-52.8,25.2,
7415,"Aston K",14.46,35.04,-87.89,
7416,"Aston L",10.08,35.47,-86.51,
7417,"Atlas A",22.22,45.34,49.56,
7418,"Atlas D",25.82,50.4,49.65,
7419,"Atlas E",57.98,48.61,42.5,
7420,"Atlas G",21.42,50.73,46.47,
7421,"Atlas L",5.39,51.33,48.62,
7422,"Atlas P",26.9,49.66,53,
7423,"Atlas W",4.31,44.43,44.22,
7424,"Atlas X",5.02,45.12,45.1,
7425,"Autolycus A",4.17,30.92,2.17,
7426,"Autolycus K",3.02,31.21,5.43,
7427,"Auwers A",7.58,13.77,18.31,
7428,"Auzout C",16.86,8.79,65.27,
7429,"Auzout D",11.66,9.35,62.43,
7430,"Auzout E",17.36,9.57,60.66,
7431,"Auzout L",7.5,8.34,61.3,
7432,"Auzout R",7.68,8.7,60.04,
7433,"Auzout U",8.15,9.39,61.05,
7434,"Auzout V",7.82,9.34,61.31,
7435,"Avicenna E",25.64,40.19,-91.25,
7436,"Avicenna G",24.51,39.19,-92.05,
7437,"Avicenna R",18.74,38.9,-100.08,
7438,"Avogadro D",19.47,63.84,170.22,
7439,"Azophi A",28.3,-24.43,11.18,
7440,"Azophi B",18.33,-23.58,10.59,
7441,"Azophi C",5.36,-21.81,13.06,
7442,"Azophi D",8.49,-24.32,13.39,
7443,"Azophi E",4.91,-23.48,13.77,
7444,"Azophi F",5.95,-22.31,13.84,
7445,"Azophi G",54.65,-23.87,12.27,
7446,"Azophi H",20.7,-25.58,11.84,
7447,"Azophi J",7.53,-21.29,13.17,
7448,"Babbage A",32.28,59.14,-55.65,
7449,"Babbage B",6.55,57.05,-59.63,
7450,"Babbage C",13.71,59.19,-57.51,
7451,"Babbage D",70.96,58.65,-61.17,
7452,"Babbage E",7.18,58.47,-61.61,
7453,"Babbage U",5.09,60.97,-51.34,
7454,"Babbage X",6.37,60.3,-50.28,
7455,"Babcock H",63.4,3.11,96.51,
7456,"Babcock K",9.98,1.19,95.14,
7457,"Backlund E",13.38,-15.8,105.57,
7458,"Backlund L",57.19,-18.37,103.82,
7459,"Backlund N",18.04,-17.91,103.07,
7460,"Backlund P",26.19,-19.01,102.31,
7461,"Backlund R",22.97,-16.9,101.87,
7462,"Backlund S",20.85,-16.92,100.99,
7463,"Baco A",38.71,-52.99,20.21,
7464,"Baco B",41.43,-49.63,16.58,
7465,"Baco C",13.21,-50.92,14.71,
7466,"Baco D",7,-51.73,16.29,
7467,"Baco E",27.05,-53.03,16.17,
7468,"Baco F",5.79,-50.37,17.65,
7469,"Baco G",8.23,-54.47,17.16,
7470,"Baco H",6.24,-52.07,18.95,
7471,"Baco J",16.64,-54.83,19.27,
7472,"Baco K",28.03,-54.08,17.62,
7473,"Baco L",6.19,-49.6,16.75,
7474,"Baco M",7.22,-49.27,17.95,
7475,"Baco N",19.14,-50.9,16.2,
7476,"Baco O",9.26,-52.12,19.88,
7477,"Baco P",3.15,-51.04,19.73,
7478,"Baco Q",17.31,-52.41,18.62,
7479,"Baco R",17.43,-49.24,20.92,
7480,"Baco S",16.71,-49.41,18.46,
7481,"Baco T",4.88,-53.87,19.77,
7482,"Baco U",5.8,-52.47,19.3,
7483,"Baco W",9.04,-53.39,21.11,
7484,"Baco Z",6.53,-53.11,14.96,
7485,"Baillaud A",55.61,75.61,48.28,
7486,"Baillaud B",18.08,72.93,32.91,
7487,"Baillaud C",11.36,74.9,50.91,
7488,"Baillaud D",15.42,73.41,49.28,
7489,"Baillaud E",14.28,74.33,35.95,
7490,"Baillaud F",18.81,75.62,53.02,
7491,"Bailly A",42.68,-69.28,-59.57,
7492,"Bailly B",62.21,-68.74,-63.25,
7493,"Bailly C",19.29,-65.79,-70.34,
7494,"Bailly D",26.62,-65.25,-72.38,
7495,"Bailly E",16.42,-62.45,-65.75,
7496,"Bailly F",16.84,-67.46,-69.59,
7497,"Bailly G",18.72,-65.63,-59.47,
7498,"Bailly H",12.93,-63.57,-62.59,
7499,"Bailly K",18.55,-62.73,-76.71,
7500,"Bailly L",21.27,-60.71,-71.13,
7501,"Bailly M",20.19,-61.16,-67.51,
7502,"Bailly N",10.96,-60.53,-63.68,
7503,"Bailly O",18.72,-69.59,-56.92,
7504,"Bailly P",14.38,-59.57,-60.67,
7505,"Bailly R",17.14,-64.66,-79.18,
7506,"Bailly T",19.42,-66.49,-73.83,
7507,"Bailly U",23.97,-71.24,-76.03,
7508,"Bailly V",32.15,-71.91,-81.45,
7509,"Bailly Y",14.26,-61.04,-65.6,
7510,"Bailly Z",13.49,-60.22,-65.86,
7511,"Baily A",16.25,48.71,31.39,
7512,"Baily B",6.96,51,35.18,
7513,"Baily K",3.42,51.51,30.53,
7514,"Balboa A",46.66,17.42,-82.02,
7515,"Balboa B",54.25,20.49,-82.57,
7516,"Balboa C",26.09,19.59,-79.17,
7517,"Balboa D",40.37,18.25,-79.8,
7518,"Baldet J",17.2,-54.77,-150.25,
7519,"Ball A",29.23,-34.74,-9.4,
7520,"Ball B",9.72,-36.92,-9.19,
7521,"Ball C",31.15,-37.7,-8.79,
7522,"Ball D",22.45,-35.62,-10.42,
7523,"Ball E",4.39,-36.53,-8.18,
7524,"Ball F",11.38,-36.95,-8.49,
7525,"Ball G",26.73,-37.72,-10.22,
7526,"Balmer M",6.55,-20.76,71.55,
7527,"Balmer N",8.47,-19.92,69.82,
7528,"Balmer P",15.25,-20.48,67.58,
7529,"Balmer Q",7.98,-18.69,70.5,
7530,"Balmer R",5.72,-18.71,69.14,
7531,"Balmer S",6.53,-18.57,67.63,
7532,"Banachiewicz B",23.02,5.29,78.97,
7533,"Banachiewicz C",21.27,7.02,75.33,
7534,"Banachiewicz E",8.59,7.57,74.75,
7535,"Barbier F",15.85,-23.82,158.21,
7536,"Barbier D",21.56,-23.02,160.17,
7537,"Barbier G",16.61,-24.16,159.86,
7538,"Barbier H",16.18,-25.11,160.48,
7539,"Barbier J",42.21,-25.78,160.23,
7540,"Barbier K",13.25,-26.29,159.2,
7541,"Barbier U",41.12,-22.78,155.18,
7542,"Barbier V",30.37,-22.27,154.58,
7543,"Barnard A",15.38,-32.15,85.06,
7544,"Barnard D",52.24,-31.34,89.17,
7545,"Barocius B",36.57,-44.13,18.29,
7546,"Barocius C",35.84,-43.11,17.48,
7547,"Barocius D",8.69,-46.06,19.18,
7548,"Barocius E",23.58,-47.24,22.15,
7549,"Barocius EC",7.67,-48.22,22.49,
7550,"Barocius F",15.38,-45.92,21.6,
7551,"Barocius G",27.61,-42.52,21.03,
7552,"Barocius H",10.56,-46.71,21.63,
7553,"Barocius J",27.16,-44.97,21.41,
7554,"Barocius K",13.56,-45.22,19.63,
7555,"Barocius L",13.03,-42.5,18.81,
7556,"Barocius M",15.85,-42.45,19.48,
7557,"Barocius N",10.07,-43.2,19.76,
7558,"Barocius O",5.36,-45.75,21.93,
7559,"Barocius R",14.26,-43.91,21.53,
7560,"Barocius S",8.27,-42.5,21.82,
7561,"Barocius W",18.9,-45.68,16.21,
7562,"Barringer C",22.05,-26.82,-149.06,
7565,"Barringer Z",21.84,-24.76,-150.24,
7566,"Barrow A",27.38,70.56,3.86,
7567,"Barrow B",16.82,70.16,10.53,
7568,"Barrow C",27.99,73.02,11.12,
7569,"Barrow E",17.95,69,3.33,
7570,"Barrow F",18.6,69.16,1.81,
7571,"Barrow G",29.36,70.17,0.26,
7572,"Barrow H",4.89,69.28,6,
7573,"Barrow K",45.52,69.29,11.74,
7574,"Barrow M",5.86,67.61,9.14,
7575,"Bartels A",16.85,25.7,-89.6,
7576,"Bayer A",17.54,-51.36,-30.44,
7577,"Bayer B",23.09,-48.82,-28.2,
7578,"Bayer C",22.1,-49.77,-31.42,
7579,"Bayer D",19.6,-47.96,-29.84,
7580,"Bayer E",29.35,-51.77,-32.41,
7581,"Bayer F",19.11,-53.03,-31.68,
7582,"Bayer G",7.44,-51.74,-35.49,
7583,"Bayer H",31.54,-53.53,-32.68,
7584,"Bayer J",24.64,-52.26,-33.62,
7585,"Bayer K",15.78,-50.29,-34.06,
7586,"Bayer L",13.35,-47.52,-33.69,
7587,"Bayer M",9.51,-50.69,-31.19,
7588,"Bayer N",8.57,-48.33,-29.37,
7589,"Bayer P",4.25,-51.72,-29.68,
7590,"Bayer R",7.69,-52.42,-35.61,
7591,"Bayer S",15.44,-52.33,-36.45,
7592,"Bayer T",7.98,-49.25,-30.32,
7593,"Bayer U",9.69,-48.4,-31.4,
7594,"Bayer V",9.4,-47.56,-31.76,
7595,"Bayer W",8.83,-48.04,-33.41,
7596,"Bayer X",8.36,-53.42,-33.81,
7597,"Bayer Y",27.59,-49.23,-35.87,
7598,"Bayer Z",6.2,-49.12,-33.61,
7599,"Beaumont A",14.32,-16.31,27.78,
7600,"Beaumont B",15.14,-18.71,26.8,
7601,"Beaumont C",6.02,-20.25,27.93,
7602,"Beaumont D",10.49,-17.09,26.17,
7603,"Beaumont E",16.32,-18.89,27.49,
7604,"Beaumont F",8.9,-18.37,26.59,
7605,"Beaumont G",7.73,-20.37,27.14,
7606,"Beaumont H",3.66,-17.08,28.53,
7607,"Beaumont J",4.85,-19.95,26.5,
